globalName,vietnameseName,value
Raven Bow: 15301,Cung Lông Quạ: 15301,15301
Sharpshooter's Oath: 15302,Lời Thề Xạ Thủ Thần: 15302,15302
Recurve Bow: 15303,Cung Phản Khúc: 15303,15303
Slingshot: 15304,Nỏ Kéo: 15304,15304
Messenger: 15305,Tín Sứ: 15305,15305
Ebony Bow: 15306,Cung Hắc Đàn: 15306,15306
Favonius Warbow: 15401,Cung Tây Phong: 15401,15401
The Stringless: 15402,Tuyệt Huyền: 15402,15402
Sacrificial Bow: 15403,Cung Tế Lễ: 15403,15403
Royal Bow: 15404,Trường Cung Tông Thất: 15404,15404
Rust: 15405,Cung Rỉ Sét: 15405,15405
Prototype Crescent: 15406,Mẫu Đạm Nguyệt: 15406,15406
Compound Bow: 15407,Cung Thép: 15407,15407
Blackcliff Warbow: 15408,Cung Hắc Nham: 15408,15408
The Viridescent Hunt: 15409,Cung Sắc Xanh: 15409,15409
Alley Hunter: 15410,Thợ Săn Hẻm Tối: 15410,15410
Fading Twilight: 15411,Lạc Hà: 15411,15411
Mitternachts Waltz: 15412,Điệu Van Ban Đêm: 15412,15412
Windblume Ode: 15413,Bài Ca Hoa Gió: 15413,15413
Hamayumi: 15414,Cung Trừ Ma: 15414,15414
Predator: 15415,Kẻ Săn Mồi: 15415,15415
Mouun's Moon: 15416,Ánh Trăng Mouun: 15416,15416
King's Squire: 15417,Cận Vệ Nhà Vua: 15417,15417
End of the Line: 15418,Sông Cạn: 15418,15418
Skyward Harp: 15501,Cánh Thiên Không: 15501,15501
Cung Amos: 15502,Cung Amos: 15502,15502
Elegy for the End: 15503,Tiếng Thở Dài Vô Tận: 15503,15503
Kunwu's Wyrmbane: 15504,Rồng Kunwu: 15504,15504
Primordial Jade Vista: 15505,Cung Huyền Lê: 15505,15505
Mirror Breaker: 15506,Gương Vỡ: 15506,15506
Polar Star: 15507,Ngôi Sao Cực Đông: 15507,15507
Aqua Simulacra: 15508,Nhược Thủy: 15508,15508
Thundering Pulse: 15509,Sấm Sét Rung Động: 15509,15509
Hunter's Path: 15511,Con Đường Thợ Săn: 15511,15511
[CHS] - (test)竿测试: 20001,(test) Test cần câu: 20001,20001
Initiate's Feather: 20002,Lông Vũ Sơ Cấp: 20002,20002
Initiate's Flower: 20004,Hoa Sơ Cấp: 20004,20004
Lamp of the Lost: 20412,Đèn Của Kẻ Lạc Lối: 20412,20412
Lamp of the Lost: 20413,Đèn Của Kẻ Lạc Lối: 20413,20413
Scholar of Vines: 20422,Trí Giả Của Rừng Xanh: 20422,20422
Scholar of Vines: 20423,Trí Giả Của Rừng Xanh: 20423,20423
Laurel Coronet: 20432,Vương Miện Của Nguyệt Quế: 20432,20432
Laurel Coronet: 20433,Vương Miện Của Nguyệt Quế: 20433,20433
Labyrinth Wayfarer: 20442,Lữ Khách Của Mê Cung: 20442,20442
Labyrinth Wayfarer: 20443,Lữ Khách Của Mê Cung: 20443,20443
A Time of Insight: 20452,Thời Hạn Của Hiền Trí: 20452,20452
A Time of Insight: 20453,Thời Hạn Của Hiền Trí: 20453,20453
Lamp of the Lost: 20513,Đèn Của Kẻ Lạc Lối: 20513,20513
Lamp of the Lost: 20514,Đèn Của Kẻ Lạc Lối: 20514,20514
Scholar of Vines: 20523,Trí Giả Của Rừng Xanh: 20523,20523
Scholar of Vines: 20524,Trí Giả Của Rừng Xanh: 20524,20524
Laurel Coronet: 20533,Vương Miện Của Nguyệt Quế: 20533,20533
Laurel Coronet: 20534,Vương Miện Của Nguyệt Quế: 20534,20534
Labyrinth Wayfarer: 20543,Lữ Khách Của Mê Cung: 20543,20543
Labyrinth Wayfarer: 20544,Lữ Khách Của Mê Cung: 20544,20544
A Time of Insight: 20553,Thời Hạn Của Hiền Trí: 20553,20553
A Time of Insight: 20554,Thời Hạn Của Hiền Trí: 20554,20554
Honeyed Final Feast: 21412,Bữa Cuối Ngọt Ngào: 21412,21412
Honeyed Final Feast: 21413,Bữa Cuối Ngọt Ngào: 21413,21413
Feather of Judgment: 21422,Lông Vũ Phán Quyết: 21422,21422
Feather of Judgment: 21423,Lông Vũ Phán Quyết: 21423,21423
Shadow of the Sand King: 21432,Hình Chiếu Vua Cát: 21432,21432
Shadow of the Sand King: 21433,Hình Chiếu Vua Cát: 21433,21433
Dreaming Steelbloom: 21442,Hoa Thép Trong Mộng: 21442,21442
Dreaming Steelbloom: 21443,Hoa Thép Trong Mộng: 21443,21443
The Sunken Years: 21452,Năm Tháng Vàng Son: 21452,21452
The Sunken Years: 21453,Năm Tháng Vàng Son: 21453,21453
Honeyed Final Feast: 21513,Bữa Cuối Ngọt Ngào: 21513,21513
Honeyed Final Feast: 21514,Bữa Cuối Ngọt Ngào: 21514,21514
Feather of Judgment: 21523,Lông Vũ Phán Quyết: 21523,21523
Feather of Judgment: 21524,Lông Vũ Phán Quyết: 21524,21524
Shadow of the Sand King: 21533,Hình Chiếu Vua Cát: 21533,21533
Shadow of the Sand King: 21534,Hình Chiếu Vua Cát: 21534,21534
Dreaming Steelbloom: 21543,Hoa Thép Trong Mộng: 21543,21543
Dreaming Steelbloom: 21544,Hoa Thép Trong Mộng: 21544,21544
The Sunken Years: 21553,Năm Tháng Vàng Son: 21553,21553
The Sunken Years: 21554,Năm Tháng Vàng Son: 21554,21554
[CHS] - 移动速度百分比: 23300,[CHS] - 移动速度百分比: 23300,23300
[CHS] - 火元素伤害加成: 23301,[CHS] - 火元素伤害加成: 23301,23301
[CHS] - 电元素伤害加成: 23302,[CHS] - 电元素伤害加成: 23302,23302
[CHS] - 水元素伤害加成: 23303,[CHS] - 水元素伤害加成: 23303,23303
[CHS] - 草元素伤害加成: 23304,[CHS] - 草元素伤害加成: 23304,23304
[CHS] - 风元素伤害加成: 23305,[CHS] - 风元素伤害加成: 23305,23305
[CHS] - 岩元素伤害加成: 23306,[CHS] - 岩元素伤害加成: 23306,23306
[CHS] - 冰元素伤害加成: 23307,[CHS] - 冰元素伤害加成: 23307,23307
[CHS] - 物理伤害加成: 23308,[CHS] - 物理伤害加成: 23308,23308
[CHS] - 火元素抗性: 23309,[CHS] - 火元素抗性: 23309,23309
[CHS] - 电元素抗性: 23310,[CHS] - 电元素抗性: 23310,23310
[CHS] - 水元素抗性: 23311,[CHS] - 水元素抗性: 23311,23311
[CHS] - 草元素抗性: 23312,[CHS] - 草元素抗性: 23312,23312
[CHS] - 风元素抗性: 23313,[CHS] - 风元素抗性: 23313,23313
[CHS] - 岩元素抗性: 23314,[CHS] - 岩元素抗性: 23314,23314
[CHS] - 冰元素抗性: 23315,[CHS] - 冰元素抗性: 23315,23315
[CHS] - 物理抗性: 23316,[CHS] - 物理抗性: 23316,23316
[CHS] - 伤害增加: 23317,[CHS] - 伤害增加: 23317,23317
[CHS] - 伤害减免: 23318,[CHS] - 伤害减免: 23318,23318
[CHS] - 暴击率: 23329,[CHS] - 暴击率: 23329,23329
[CHS] - 精通: 23330,[CHS] - 精通: 23330,23330
[CHS] - 负防御: 23331,[CHS] - 负防御: 23331,23331
[CHS] - 负精通: 23332,[CHS] - 负精通: 23332,23332
[CHS] - 测试之沙2: 23334,[CHS] - 测试之沙2: 23334,23334
[CHS] - 暴击率: 23335,[CHS] - 暴击率: 23335,23335
[CHS] - 暴击伤害: 23336,[CHS] - 暴击伤害: 23336,23336
[CHS] - 护盾强效: 23337,[CHS] - 护盾强效: 23337,23337
[CHS] - 治疗加成: 23338,[CHS] - 治疗加成: 23338,23338
[CHS] - 受治疗加成: 23339,[CHS] - 受治疗加成: 23339,23339
[CHS] - 冷却缩减: 23340,[CHS] - 冷却缩减: 23340,23340
Bloodstained Chevalier's Goblet: 23341,Ly Kỵ Sĩ Nhuốm Máu: 23341,23341
Bloodstained Black Plume: 23342,Lông Vũ Đen Nhuốm Máu: 23342,23342
Bloodstained Iron Mask: 23343,Mặt Nạ Sắt Nhuốm Máu: 23343,23343
Bloodstained Flower of Iron: 23344,Trái Tim Sắt Nhuốm Máu: 23344,23344
Bloodstained Final Hour: 23345,Đồng Hồ Kỵ Sĩ Nhuốm Máu: 23345,23345
Bloodstained Chevalier's Goblet: 23346,Ly Kỵ Sĩ Nhuốm Máu: 23346,23346
Bloodstained Black Plume: 23347,Lông Vũ Đen Nhuốm Máu: 23347,23347
Bloodstained Iron Mask: 23348,Mặt Nạ Sắt Nhuốm Máu: 23348,23348
Bloodstained Flower of Iron: 23349,Trái Tim Sắt Nhuốm Máu: 23349,23349
Bloodstained Final Hour: 23350,Đồng Hồ Kỵ Sĩ Nhuốm Máu: 23350,23350
Royal Silver Urn: 23351,Bình Bạc Tông Thất: 23351,23351
Royal Plume: 23352,Lông Vũ Tông Thất: 23352,23352
Royal Masque: 23353,Mặt Nạ Tông Thất: 23353,23353
Royal Flora: 23354,Hoa Tông Thất: 23354,23354
Royal Pocket Watch: 23355,Đồng Hồ Tông Thất: 23355,23355
Royal Silver Urn: 23356,Bình Bạc Tông Thất: 23356,23356
Royal Plume: 23357,Lông Vũ Tông Thất: 23357,23357
Royal Masque: 23358,Mặt Nạ Tông Thất: 23358,23358
Royal Flora: 23359,Hoa Tông Thất: 23359,23359
Royal Pocket Watch: 23360,Đồng Hồ Tông Thất: 23360,23360
Witch's Heart Flames: 23361,Trái Tim Lửa Của Ma Nữ: 23361,23361
Witch's Ever-Burning Plume: 23362,Lông Vũ Thiêu Đốt Của Ma Nữ: 23362,23362
Witch's Scorching Hat: 23363,Nón Ma Nữ Lo Lắng: 23363,23363
Witch's Flower of Blaze: 23364,Hoa Lửa Của Ma Nữ: 23364,23364
Witch's End Time: 23365,Thời Gian Ma Nữ Bùng Nổ: 23365,23365
Witch's Heart Flames: 23366,Trái Tim Lửa Của Ma Nữ: 23366,23366
Witch's Ever-Burning Plume: 23367,Lông Vũ Thiêu Đốt Của Ma Nữ: 23367,23367
Witch's Scorching Hat: 23368,Nón Ma Nữ Lo Lắng: 23368,23368
Witch's Flower of Blaze: 23369,Hoa Lửa Của Ma Nữ: 23369,23369
Witch's End Time: 23370,Thời Gian Ma Nữ Bùng Nổ: 23370,23370
Omen of Thunderstorm: 23371,Sấm Sét Hung Ác: 23371,23371
Survivor of Catastrophe: 23372,Tai Họa Của Sét: 23372,23372
Thunder Summoner's Crown: 23373,Vương Miện Gọi Sét: 23373,23373
Thunderbird's Mercy: 23374,Sự Thương Hại Của Lôi Điểu: 23374,23374
Hourglass of Thunder: 23375,Thời Gian Lôi Đình: 23375,23375
Omen of Thunderstorm: 23376,Sấm Sét Hung Ác: 23376,23376
Survivor of Catastrophe: 23377,Tai Họa Của Sét: 23377,23377
Thunder Summoner's Crown: 23378,Vương Miện Gọi Sét: 23378,23378
Thunderbird's Mercy: 23379,Sự Thương Hại Của Lôi Điểu: 23379,23379
Hourglass of Thunder: 23380,Thời Gian Lôi Đình: 23380,23380
Goblet of Aquilo: 23381,Ly Bắc Phong: 23381,23381
Plume of Snow: 23382,Lông Vũ Dưới Tuyết: 23382,23382
Crown of Glacier: 23383,Nón Băng Giá: 23383,23383
Heart of Frost: 23384,Trái Tim Băng Giá: 23384,23384
Glacial Sand: 23385,Băng Đọng Thành Cát: 23385,23385
Goblet of Aquilo: 23386,Ly Bắc Phong: 23386,23386
Plume of Snow: 23387,Lông Vũ Dưới Tuyết: 23387,23387
Crown of Glacier: 23388,Nón Băng Giá: 23388,23388
Heart of Frost: 23389,Trái Tim Băng Giá: 23389,23389
Glacial Sand: 23390,Băng Đọng Thành Cát: 23390,23390
Wanderer's String-Kettle: 23391,Bình Nước Nhà Thơ: 23391,23391
Bard's Arrow Feather: 23392,Mũi Tên Nhạc Sĩ: 23392,23392
Conductor's Top Hat: 23393,Nón Chỉ Huy: 23393,23393
Troupe's Dawnlight: 23394,Ánh Sáng Của Ban Nhạc: 23394,23394
Concert's Final Hour: 23395,Thời Gian Bế Mạc: 23395,23395
Wanderer's String-Kettle: 23396,Bình Nước Nhà Thơ: 23396,23396
Bard's Arrow Feather: 23397,Mũi Tên Nhạc Sĩ: 23397,23397
Conductor's Top Hat: 23398,Nón Chỉ Huy: 23398,23398
Troupe's Dawnlight: 23399,Ánh Sáng Của Ban Nhạc: 23399,23399
Concert's Final Hour: 23400,Thời Gian Bế Mạc: 23400,23400
Viridescent Venerer's Vessel: 23401,Vật Đựng Của Thợ Săn: 23401,23401
Viridescent Arrow Feather: 23402,Lông Vũ Xanh Của Thợ Săn: 23402,23402
Viridescent Venerer's Diadem: 23403,Nón Thợ Săn: 23403,23403
In Remembrance of Viridescent Fields: 23404,Hoa Ký Ức Đồng Xanh: 23404,23404
Viridescent Venerer's Determination: 23405,Thời Gian Của Thợ Săn: 23405,23405
Viridescent Venerer's Vessel: 23406,Vật Đựng Của Thợ Săn: 23406,23406
Viridescent Arrow Feather: 23407,Lông Vũ Xanh Của Thợ Săn: 23407,23407
Viridescent Venerer's Diadem: 23408,Nón Thợ Săn: 23408,23408
Viridescent Venerer's Determination: 23409,Thời Gian Của Thợ Săn: 23409,23409
Viridescent Venerer's Determination: 23410,Thời Gian Của Thợ Săn: 23410,23410
Gladiator's Intoxication: 23411,Giác Đấu Sĩ Uống Say: 23411,23411
Gladiator's Destiny: 23412,Giác Đấu Sĩ Trở Về: 23412,23412
Gladiator's Triumphus: 23413,Nón Giác Đấu Sĩ: 23413,23413
Gladiator's Nostalgia: 23414,Nỗi Nhớ Của Giác Đấu Sĩ: 23414,23414
Gladiator's Longing: 23415,Hy Vọng Của Giác Đấu Sĩ: 23415,23415
Gladiator's Intoxication: 23416,Giác Đấu Sĩ Uống Say: 23416,23416
Gladiator's Destiny: 23417,Giác Đấu Sĩ Trở Về: 23417,23417
Gladiator's Triumphus: 23418,Nón Giác Đấu Sĩ: 23418,23418
Gladiator's Nostalgia: 23419,Nỗi Nhớ Của Giác Đấu Sĩ: 23419,23419
Gladiator's Longing: 23420,Hy Vọng Của Giác Đấu Sĩ: 23420,23420
Maiden's Fleeting Leisure: 23421,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23421,23421
Maiden's Heart-Stricken Infatuation: 23422,Ý Nghĩ Của Thiếu Nữ: 23422,23422
Maiden's Fading Beauty: 23423,Nhan Sắc Của Thiếu Nữ: 23423,23423
Maiden's Distant Love: 23424,Trái Tim Thiếu Nữ Phương Xa: 23424,23424
Maiden's Passing Youth: 23425,Thời Gian Chờ Đợi Của Thiếu Nữ: 23425,23425
Maiden's Fleeting Leisure: 23426,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23426,23426
Maiden's Heart-Stricken Infatuation: 23427,Ý Nghĩ Của Thiếu Nữ: 23427,23427
Maiden's Fading Beauty: 23428,Nhan Sắc Của Thiếu Nữ: 23428,23428
Maiden's Distant Love: 23429,Trái Tim Thiếu Nữ Phương Xa: 23429,23429
Maiden's Passing Youth: 23430,Thời Gian Chờ Đợi Của Thiếu Nữ: 23430,23430
Lavawalker's Epiphany: 23431,Sự Tỉnh Ngộ Của Người Vượt Lửa: 23431,23431
Lavawalker's Salvation: 23432,Sự Giải Thoát Của Người Vượt Lửa: 23432,23432
Lavawalker's Wisdom: 23433,Trí Tuệ Người Vượt Lửa: 23433,23433
Lavawalker's Resolution: 23434,Sự Từ Chối Của Người Vượt Lửa: 23434,23434
Lavawalker's Torment: 23435,Sự Dằn Vặt Của Người Vượt Lửa: 23435,23435
Lavawalker's Epiphany: 23436,Sự Tỉnh Ngộ Của Người Vượt Lửa: 23436,23436
Lavawalker's Salvation: 23437,Sự Giải Thoát Của Người Vượt Lửa: 23437,23437
Lavawalker's Wisdom: 23438,Trí Tuệ Người Vượt Lửa: 23438,23438
Lavawalker's Resolution: 23439,Sự Từ Chối Của Người Vượt Lửa: 23439,23439
Lavawalker's Torment: 23440,Sự Dằn Vặt Của Người Vượt Lửa: 23440,23440
Thundersoother's Goblet: 23441,Ly Bình Lôi: 23441,23441
Thundersoother's Plume: 23442,Lông Vũ Bình Lôi: 23442,23442
Thundersoother's Diadem: 23443,Nón Bình Lôi: 23443,23443
Thundersoother's Heart: 23444,Trái Tim Bình Lôi: 23444,23444
Hour of Soothing Thunder: 23445,Khoảnh Khắc Bình Lôi: 23445,23445
Thundersoother's Goblet: 23446,Ly Bình Lôi: 23446,23446
Thundersoother's Plume: 23447,Lông Vũ Bình Lôi: 23447,23447
Thundersoother's Diadem: 23448,Nón Bình Lôi: 23448,23448
Thundersoother's Heart: 23449,Trái Tim Bình Lôi: 23449,23449
Hour of Soothing Thunder: 23450,Khoảnh Khắc Bình Lôi: 23450,23450
Frost-Weaved Dignity: 23451,Niềm Kiêu Hãnh Băng Giá: 23451,23451
Icebreaker's Resolve: 23452,Chấp Niệm Phá Băng Mà Tiến Bước: 23452,23452
Broken Rime's Echo: 23453,Tiếng Vọng Băng Vỡ Tuyết Rơi: 23453,23453
Snowswept Memory: 23454,Nỗi Nhớ Trải Qua Băng Tuyết: 23454,23454
Frozen Homeland's Demise: 23455,Hồi Kết Của Miền Quê Băng Giá: 23455,23455
Frost-Weaved Dignity: 23456,Niềm Kiêu Hãnh Băng Giá: 23456,23456
Icebreaker's Resolve: 23457,Chấp Niệm Phá Băng Mà Tiến Bước: 23457,23457
Broken Rime's Echo: 23458,Tiếng Vọng Băng Vỡ Tuyết Rơi: 23458,23458
Snowswept Memory: 23459,Nỗi Nhớ Trải Qua Băng Tuyết: 23459,23459
Frozen Homeland's Demise: 23460,Hồi Kết Của Miền Quê Băng Giá: 23460,23460
Maiden's Fleeting Leisure: 23461,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23461,23461
Maiden's Heart-Stricken Infatuation: 23462,Ý Nghĩ Của Thiếu Nữ: 23462,23462
Maiden's Fading Beauty: 23463,Nhan Sắc Của Thiếu Nữ: 23463,23463
Maiden's Distant Love: 23464,Trái Tim Thiếu Nữ Phương Xa: 23464,23464
Maiden's Passing Youth: 23465,Thời Gian Chờ Đợi Của Thiếu Nữ: 23465,23465
Maiden's Fleeting Leisure: 23466,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23466,23466
Maiden's Heart-Stricken Infatuation: 23467,Ý Nghĩ Của Thiếu Nữ: 23467,23467
Maiden's Fading Beauty: 23468,Nhan Sắc Của Thiếu Nữ: 23468,23468
Maiden's Distant Love: 23469,Trái Tim Thiếu Nữ Phương Xa: 23469,23469
Maiden's Passing Youth: 23470,Thời Gian Chờ Đợi Của Thiếu Nữ: 23470,23470
Maiden's Fleeting Leisure: 23471,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23471,23471
Maiden's Heart-Stricken Infatuation: 23472,Ý Nghĩ Của Thiếu Nữ: 23472,23472
Maiden's Fading Beauty: 23473,Nhan Sắc Của Thiếu Nữ: 23473,23473
Maiden's Distant Love: 23474,Trái Tim Thiếu Nữ Phương Xa: 23474,23474
Maiden's Passing Youth: 23475,Thời Gian Chờ Đợi Của Thiếu Nữ: 23475,23475
Maiden's Fleeting Leisure: 23476,Thời Gian Rảnh Rỗi Của Thiếu Nữ: 23476,23476
Maiden's Heart-Stricken Infatuation: 23477,Ý Nghĩ Của Thiếu Nữ: 23477,23477
Maiden's Fading Beauty: 23478,Nhan Sắc Của Thiếu Nữ: 23478,23478
Maiden's Distant Love: 23479,Trái Tim Thiếu Nữ Phương Xa: 23479,23479
Maiden's Passing Youth: 23480,Thời Gian Chờ Đợi Của Thiếu Nữ: 23480,23480
Guardian's Vessel: 23481,Ly Thủ Hộ: 23481,23481
Guardian's Sigil: 23482,Huy Hiệu Thủ Hộ: 23482,23482
Guardian's Band: 23483,Nón Thủ Hộ: 23483,23483
Guardian's Flower: 23484,Hoa Thủ Hộ: 23484,23484
Guardian's Clock: 23485,Đồng Hồ Thủ Hộ: 23485,23485
Guardian's Vessel: 23486,Ly Thủ Hộ: 23486,23486
Guardian's Sigil: 23487,Huy Hiệu Thủ Hộ: 23487,23487
Guardian's Band: 23488,Nón Thủ Hộ: 23488,23488
Guardian's Flower: 23489,Hoa Thủ Hộ: 23489,23489
Guardian's Clock: 23490,Đồng Hồ Thủ Hộ: 23490,23490
Goblet of Chiseled Crag: 23491,Ly Ngọc Bàn Thạch: 23491,23491
Feather of Jagged Peaks: 23492,Cánh Thái Sơn: 23492,23492
Mask of Solitude Basalt: 23493,Mặt Nạ Huyền Thạch: 23493,23493
Flower of Creviced Cliff: 23494,Hoa Bàn Đà: 23494,23494
Sundial of Enduring Jade: 23495,Cát Tinh Đà: 23495,23495
Goblet of Chiseled Crag: 23496,Ly Ngọc Bàn Thạch: 23496,23496
Feather of Jagged Peaks: 23497,Cánh Thái Sơn: 23497,23497
Mask of Solitude Basalt: 23498,Mặt Nạ Huyền Thạch: 23498,23498
Flower of Creviced Cliff: 23499,Hoa Bàn Đà: 23499,23499
Sundial of Enduring Jade: 23500,Cát Tinh Đà: 23500,23500
Summer Night's Waterballoon: 23501,Ly Ngọc Lễ Tế Mùa Hè: 23501,23501
Summer Night's Finale: 23502,Kết Thúc Lễ Tế Mùa Hè: 23502,23502
Summer Night's Mask: 23503,Mặt Nạ Lễ Tế Mùa Hè: 23503,23503
Summer Night's Bloom: 23504,Hoa Lễ Tế Mùa Hè: 23504,23504
Summer Night's Moment: 23505,Đồng Hồ Lễ Tế Mùa Hè: 23505,23505
Summer Night's Waterballoon: 23506,Ly Ngọc Lễ Tế Mùa Hè: 23506,23506
Summer Night's Finale: 23507,Kết Thúc Lễ Tế Mùa Hè: 23507,23507
Summer Night's Mask: 23508,Mặt Nạ Lễ Tế Mùa Hè: 23508,23508
Summer Night's Bloom: 23509,Hoa Lễ Tế Mùa Hè: 23509,23509
Summer Night's Moment: 23510,Đồng Hồ Lễ Tế Mùa Hè: 23510,23510
Instructor's Tea Cup: 23511,Tách Trà Giáo Quan: 23511,23511
Instructor's Feather Accessory: 23512,Lông Vũ Giáo Quan: 23512,23512
Instructor's Cap: 23513,Nón Giáo Quan: 23513,23513
Instructor's Brooch: 23514,Hoa Giáo Quan: 23514,23514
Instructor's Pocket Watch: 23515,Đồng Hồ Giáo Quan: 23515,23515
Instructor's Tea Cup: 23516,Tách Trà Giáo Quan: 23516,23516
Instructor's Feather Accessory: 23517,Lông Vũ Giáo Quan: 23517,23517
Instructor's Cap: 23518,Nón Giáo Quan: 23518,23518
Instructor's Brooch: 23519,Hoa Giáo Quan: 23519,23519
Instructor's Pocket Watch: 23520,Đồng Hồ Giáo Quan: 23520,23520
Berserker's Bone Goblet: 23521,Ly Xương Cuồng Chiến: 23521,23521
Berserker's Indigo Feather: 23522,Lông Vũ Cuồng Chiến: 23522,23522
Berserker's Battle Mask: 23523,Mặt Quỷ Cuồng Chiến: 23523,23523
Berserker's Rose: 23524,Tường Vi Cuồng Chiến: 23524,23524
Berserker's Timepiece: 23525,Đồng Hồ Cuồng Chiến: 23525,23525
Berserker's Bone Goblet: 23526,Ly Xương Cuồng Chiến: 23526,23526
Berserker's Indigo Feather: 23527,Lông Vũ Cuồng Chiến: 23527,23527
Berserker's Battle Mask: 23528,Mặt Quỷ Cuồng Chiến: 23528,23528
Berserker's Rose: 23529,Tường Vi Cuồng Chiến: 23529,23529
Berserker's Timepiece: 23530,Đồng Hồ Cuồng Chiến: 23530,23530
Goblet of Thundering Deep: 23531,Ly Gợn Sóng: 23531,23531
Gust of Nostalgia: 23532,Ngọn Gió Hồi Ức: 23532,23532
Wine-Stained Tricorne: 23533,Mũ Đượm Rượu: 23533,23533
Gilded Corsage: 23534,Hoa Cài Vàng: 23534,23534
Copper Compass: 23535,La Bàn Đồng: 23535,23535
Goblet of Thundering Deep: 23536,Ly Gợn Sóng: 23536,23536
Wine-Stained Tricorne: 23537,Mũ Đượm Rượu: 23537,23537
Wine-Stained Tricorne: 23538,Mũ Đượm Rượu: 23538,23538
Gilded Corsage: 23539,Hoa Cài Vàng: 23539,23539
Copper Compass: 23540,La Bàn Đồng: 23540,23540
Noble's Pledging Vessel: 23541,Minh Thệ Kim Tước: 23541,23541
Ceremonial War-Plume: 23542,Chiêu Võ Linh Vũ: 23542,23542
General's Ancient Helm: 23543,Nón Nguyên Soái: 23543,23543
Flower of Accolades: 23544,Hoa Chiến Công: 23544,23544
Orichalceous Time-Dial: 23545,Đồng Hồ Vàng Đồng: 23545,23545
Noble's Pledging Vessel: 23546,Minh Thệ Kim Tước: 23546,23546
Ceremonial War-Plume: 23547,Chiêu Võ Linh Vũ: 23547,23547
General's Ancient Helm: 23548,Nón Nguyên Soái: 23548,23548
Flower of Accolades: 23549,Hoa Chiến Công: 23549,23549
Orichalceous Time-Dial: 23550,Đồng Hồ Vàng Đồng: 23550,23550
Surpassing Cup: 23551,Ly Siêu Việt: 23551,23551
Wise Doctor's Pinion: 23552,Lông Vũ Hiền Y: 23552,23552
Mocking Mask: 23553,Mặt Nạ Chế Nhạo: 23553,23553
Stainless Bloom: 23554,Hoa Hoàn Mỹ: 23554,23554
Moment of Cessation: 23555,Đồng Hồ Ngưng Đọng: 23555,23555
Surpassing Cup: 23556,Ly Siêu Việt: 23556,23556
Wise Doctor's Pinion: 23557,Lông Vũ Hiền Y: 23557,23557
Mocking Mask: 23558,Mặt Nạ Chế Nhạo: 23558,23558
Stainless Bloom: 23559,Hoa Hoàn Mỹ: 23559,23559
Moment of Cessation: 23560,Đồng Hồ Ngưng Đọng: 23560,23560
Hopeful Heart: 23561,Trái Tim Cầu Nguyện: 23561,23561
Shaft of Remembrance: 23562,Mũi Tên Tưởng Nhớ: 23562,23562
Capricious Visage: 23563,Mặt Nạ Vô Thường: 23563,23563
